"Sample.ID","Replicate.Number","Sample.Volume","Sample.Collection.Method","Filter.Preservation.Method","Sample.Notes","Filter.Type","Filter.Pore.Size","Survey.Date.and.Time","Site.Name","Crew","Blank.Included","Site.Notes","County","State","Year","Habitat","Size","Site.Character","Project.Name","Waterbody.Name","Sample.Depth","Sub.Site.Locations","flow.CMS","Air.Temperature","Water.Temperature","Dissolved.Oxygen","Specific.Conductance","pH","X.Coordinate","Y.Coordinate","Extraction.Status","Location.Storage.Method","DNA.Volume.ul.remaining","RNA.Volume.ul.remaining"
"Klamath12_20230719_9",9,300,"pooled water sample","RNAprotect Tissue Reagent","Sample vial fell into effluent beaker ","Sterivex","0.45 micron","7/19/2023 20:40","Klamath12","OV, JL","no","Copco reservoir (1 bucket River right)","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Copco Reservoir","Surface","R",23.31115412,32.44444444,28,15.55,154.1,6,-122.2875238,41.978093,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Fall1_20230720_1",1,675,"Deionized water","RNAprotect Tissue Reagent","Field Blank","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Fall1_20230720_2",2,1000,"pooled water sample","RNAprotect Tissue Reagent","Ran out of water no clogging ","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Fall1_20230720_3",3,1240,"pooled water sample","RNAprotect Tissue Reagent","No clogging ","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Fall1_20230720_4",4,950,"pooled water sample","RNAprotect Tissue Reagent","No clogging ","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Fall1_20230720_5",5,1175,"pooled water sample","RNAprotect Tissue Reagent","No clogging ","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Fall1_20230720_6",6,1175,"pooled water sample","RNAprotect Tissue Reagent","No clogging ","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Fall1_20230720_7",7,1100,"pooled water sample","RNAprotect Tissue Reagent","No clogging ","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Fall1_20230720_8",8,850,"pooled water sample","RNAprotect Tissue Reagent","Clogged","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Fall1_20230720_9",9,1100,"pooled water sample","RNAprotect Tissue Reagent","Clogged","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Fall1_20230720_10",10,900,"pooled water sample","RNAprotect Tissue Reagent","Clogged","Sterivex","0.45 micron","7/20/2023 15:58","Fall1","STS, DK","yes","No pH, no active in water construction upstream of site","Siskiyou","CA",2023,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Fall Creek","Surface","L,R,C",0.96,25.5,12.6,9.31,147.5,NA,-122.3627354,41.98166247,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath6_20230720_1",1,450,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath6_20230720_2",2,500,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath6_20230720_3",3,550,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath6_20230720_4",4,440,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath6_20230720_5",5,550,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath6_20230720_6",6,450,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath6_20230720_7",7,400,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath6_20230720_8",8,450,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath6_20230720_9",9,505,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 17:27","Klamath6","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758042,27.2,25.8,8.96,135.2,NA,-122.3927456,41.96848715,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath4_20230720_1",1,75,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath4_20230720_2",2,125,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath4_20230720_3",3,100,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath4_20230720_4",4,50,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath4_20230720_5",5,90,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath4_20230720_6",6,50,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath4_20230720_7",7,110,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath4_20230720_8",8,125,"pooled water sample","RNAprotect Tissue Reagent","Clogged with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath4_20230720_9",9,100,"pooled water sample","RNAprotect Tissue Reagent","Clogging with algae ","Sterivex","0.45 micron","7/20/2023 18:29","Klamath4","STS, DK","no","No pH , relocated to better access ","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","R",23.53758473,35.6,26.3,10.08,138.8,NA,-122.4246874,41.96538983,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath2_20230720_1",1,400,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath2_20230720_2",2,505,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath2_20230720_3",3,480,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath2_20230720_4",4,450,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath2_20230720_5",5,450,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath2_20230720_6",6,475,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath2_20230720_7",7,500,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath2_20230720_8",8,350,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath2_20230720_9",9,475,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 19:50","Klamath2","STS, DK","no","No pH","Siskiyou","CA",2023,"Reservoir","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Iron Gate Reservoir","Surface","L",24.32084569,34.4,28.6,11.73,135.3,NA,-122.4328805,41.93550312,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath1_20230720_1",1,865,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath1_20230720_2",2,1375,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath1_20230720_3",3,1150,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath1_20230720_4",4,825,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath1_20230720_5",5,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath1_20230720_6",6,1050,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"DNA extraction","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath1_20230720_7",7,775,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath1_20230720_8",8,1425,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath1_20230720_9",9,1225,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 20:56","Klamath1","STS, DK","no","No pH Shane Anderson took some footage ","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R",25.23364486,34.72777778,25.05,8.335,141.4,7,-122.4416272,41.9313379,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath_Ranch_20230720_1",1,1000,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath_Ranch_20230720_2",2,1150,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath_Ranch_20230720_3",3,1150,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath_Ranch_20230720_4",4,925,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath_Ranch_20230720_5",5,1100,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath_Ranch_20230720_6",6,1050,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",66,NA
"Klamath_Ranch_20230720_7",7,1150,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"RNA extraction","Genidaqs freezer (-20 degrees C)",NA,100
"Klamath_Ranch_20230720_8",8,1150,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath_Ranch_20230720_9",9,1250,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/20/2023 22:52","Klamath_Ranch","SS, DK, DC","no","Taken downstream of Dry Creek at pump and power post location","Siskiyou","CA",2023,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface","R,C",25.23364486,37.4,25.2,8.73,135,NA,-122.4602819,41.91678658,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Klamath_Ranch_20240715_10",10,500,"deionized water","RNAprotect Tissue Reagent","Blank","Sterivex","0.45 micron","7/15/2024 19:23","Klamath_Ranch","All","yes","Blank for training","Siskiyou","CA",2024,"Stream","Mainstem","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Klamath River","Surface",NA,NA,NA,21.7,8.42,137,NA,-122.4600824,41.91713676,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
"Beaver1_20240716_1",1,425,"pooled water sample","RNAprotect Tissue Reagent","","Sterivex","0.45 micron","7/16/2024 17:37","Beaver1","OV, JL","yes","Paired BMI with Yurok","Siskiyou","CA",2024,"Stream","Tributary","Dam removal, anadromous","PRJ107489_Lower Klamath Project ","Beaver Creek","Surface",NA,NA,34.1,23.75789474,8.943157895,218.0947368,NA,-122.3128605,41.99012883,"Not extracted","Genidaqs freezer (-20 degrees C)",NA,NA
